id,job_title,company,location,experience_min,experience_max,salary_min,salary_max,skills,job_description,employment_type,industry,functional_area,role,posted_date
1,Opening For Adobe Analytics Specialist,,Pune,0,1,"7,00,000","17,00,000 PA.",adobe experience manager| digital| digital marketing| adobe analytics| data analytics| aem| adobe| sitecatalyst,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-08-05 03:59:27 +0000
2,JUNIOR BIG DATA ANALYST IN,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,,,,"Recruitment, Staffing","ITES , BPO , KPO , LPO , Customer Service , Operations",Operations,2019-07-07 06:48:29 +0000
3,Manager/senior Manager- Analytics- Life & Annuities - Insurance Domain,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Predictive Modeling| SAS| Data Management| Data Mining| Tableau| Data Analytics| Statistics| Analytics| SQL| Python,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-08-04 14:20:45 +0000
4,Senior Data Analyst,,Mohali,0,1,"2,75,000","7,00,000 PA.",Reporting| Data Analysis| Business Analytics| Data Analytics| kpo,,,"KPO, Research, Analytics",Analytics & Business Intelligence,Analytics & BI,2019-07-04 06:12:30 +0000
5,Senior Business Analyst - Sql/python,,Delhi,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,data analysis| vba| macros| advanced excel| oracle sql| google analytics| business analysis| python| data mining| business analyst,,,"IT-Software, Software Services","IT Software - DBA , Datawarehousing",System Design/Implementation/ERP/CRM,2019-07-05 15:49:33 +0000
6,Sr. Business Analyst,,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Java| Tomcat| Eclipse| OOPS| HTML| UNIX| SQL| DB2| Weblogic| XML| Flex| Oracle| PL,,,"Recruitment, Staffing","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-06 03:03:20 +0000
7,Business Analyst - Structured Finance,,Gurgaon,0,1,"3,50,000","8,50,000 PA.",electronic trading| structured finance| dcf| equity research| bloomberg| investment banking| business analysis| bonds| valuation| advanced excel| hedge fund| financial modelling| structured products| fixed income,,,"Banking, Financial Services, Broking","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-05 10:37:40 +0000
8,Murex Business Analyst,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analyst| C++| XML| JSP| PLSQL| Murex| Financial services| Comp| ASP.Net| .Net,,,"Recruitment, Staffing","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-06 22:17:56 +0000
9,Manager - Analytics - Retail/ Ecommerce/ Telecom/ BFSI Domain,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Machine Learning| Analytics| Data Visualization| SQL| Statistics| Statistical Modeling| R| Solution Design| E| Sales| Proposals| Strategic Planning| Project Management,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-07-05 21:53:50 +0000
10,Business Analyst (CRM / Salesforce.com / Zoho),,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analyst| Business analysis| Salesforce.com| Microsoft Dynamics| Real estate| CRM,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-05 19:54:45 +0000
11,Business Analyst cum Project Co-ordinator,,Pune,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business analysis| Project Coordinator| Project planning| Management| Business Analyst| Conceptualization| Business Executive,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-06 07:56:41 +0000
12,Senior Manager - Pricing Analytics,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Analytical| Consulting| Product management| SAS| Analytics| Computer science| Operations research| Econometrics| Field operations| Business analytics,,,"Recruitment, Staffing","ITES , BPO , KPO , LPO , Customer Service , Operations",Other,2019-07-06 17:54:15 +0000
13,Business Analyst,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Analytics| SQL| CRM| Data modeling| Cognos| Python| data cleansing| Performance optimization| Data analysis| Excel,,,"Education, Teaching, Training",IT Software - Other,System Design/Implementation/ERP/CRM,2019-07-05 14:10:45 +0000
14,Data Analyst,,Ahmedabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Data Analysis| Data Analyst| reporting| Quality Control,,,"Recruitment, Staffing",Analytics & Business Intelligence,Analytics & BI,2019-08-04 08:20:06 +0000
15,Business Analyst,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,functional testing| end user| Software Development| scrum| business analysis| agile| user acceptance| SQL,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-05 04:28:14 +0000
16,Req - T24 Business Analyst / Solution Architect For Chennai Location.,,Chennai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,solution architect| Business Analyst| ba,,,"IT-Software, Software Services",IT Software - Other,System Design/Implementation/ERP/CRM,2019-08-04 22:13:17 +0000
17,"Business Analyst: Finance, Risk & Compliance, Operations & Marketing",,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analyst| SAS| C++| XML| Consulting| Outsourcing| PHP| Risk analytics| Perl| jQuery,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-07-05 22:20:42 +0000
18,Analytics Delivery Manager,,Noida,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Linux| HTML| SQL| Computer science| Coding| MySQL| Windows| Analytics| Android| Python,,,"Medical, Healthcare, Hospitals","IT Software - Application Programming , Maintenance",Programming & Design,2019-08-05 05:37:42 +0000
19,Lead Data Analyst,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Analytics| Monitoring| SQL| Computer science| Process automation| Automation| Assurance| Analytical| Predictive modeling| Business solutions,,,Insurance,"IT Software - Application Programming , Maintenance",Programming & Design,2019-08-06 05:48:35 +0000
20,Business / Product Analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Automation| Business analysis| Analytics| SQL| Tracking| Microsoft Excel| Continuous improvement| Browsing,,,"Media, Entertainment, Internet","Sales , Retail , Business Development",Retail Sales,2019-07-07 05:18:54 +0000
21,Manager - Fraud Analytics - BFSI Domain,,Delhi NCR,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,SAS| Analytics| Fraud Analytics| SQL,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-08-05 11:05:34 +0000
22,Business Analyst,,Ahmedabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Purchase| Publishing| MS Access| Business Analyst| Workflow| Budgeting| Operations| Monitoring| Inventory| SQL,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-04 17:24:23 +0000
23,Lead Business Analyst - SCM Domain,,Ahmedabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analyst| Project Management| Barcode| RFID| GPS| Solution Design| IOT,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-08-04 05:05:12 +0000
24,Senior Business Analyst/ Assistant Manager/ Manager - Machine Learning,,Noida,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Deep Learning| Machine Learning| Natural Language Processing| Neural Networks| NLP| Information Retrieval| R| Computer Vision| Python| SAS,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-07-04 11:26:12 +0000
25,Lead Data Analytics,,Navi Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,statistical modeling| data analytics| data visualization| fraud analytics| business intelligence| communication skills| excel| advanced excel,,,"BPO, Call Centre, ITeS",Analytics & Business Intelligence,Analytics & BI,2019-07-04 12:04:49 +0000
26,Business Analyst,,Noida (Sector-63 Noida),0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analysis| Design Development| Proposal Development| Client Communication| IT Services| Wireframing| Requirement Gathering,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-07-04 05:33:15 +0000
27,Business Analyst,,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Requirements Management| UML| Management Accounting| New Business Development| Business Process Modeling| HR| Swot Analysis| Solution Design| Proposals| Business Management,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-04 19:35:19 +0000
28,Business Analyst - spt (purchasing),,Pune,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Data Analysis| Excel| Purchase| Data Management| Business Analysis| External Reporting| MS Office| Root Cause| Buyer Activities| Educational Qualification,,,"Medical, Healthcare, Hospitals",Other,,2019-07-04 20:50:39 +0000
29,Team Lead Analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Performance tuning| ERP| MS SQL| Change management| SAP| Front end| Project management| SSRS| SSIS| Analytics,,,"Industrial Products, Heavy Machinery","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-06 22:26:02 +0000
30,Software Development Engineer (Analytics),,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,analytics| coding| software development| integration testing| unit testing| debugging| windows server| vista| application development| visual studio,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-06 12:47:26 +0000
31,Manager Analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,R| project management| SAS| statistical modelling| Python,,,"KPO, Research, Analytics",Analytics & Business Intelligence,Analytics & BI,2019-08-05 10:46:47 +0000
32,BI & Analytics Engineer,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Data Science| Predictive Modeling| R| Alteryx| Data Analysis| Tableau| Data Analytics| SQL| Python| Marketing,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-08-05 07:35:46 +0000
33,"Python Developer - Analytics, Bangalore",,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,analytics| python| data science,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-08-04 20:03:23 +0000
34,Adobe Analytics Engineer - Cq/aem,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Analytics| CQ| AEM| Java| Scrum| Agile| CI| CD,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-04 20:26:42 +0000
35,Senior Manager - Supply Chain Analytics,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Procurement| Data analysis| Simulation| SAS| Analytical| Agile| Data mining| Risk management| Analytics,,,"Recruitment, Staffing","ITES , BPO , KPO , LPO , Customer Service , Operations",Other,2019-08-06 06:58:47 +0000
36,Associate - Strategic Analytics Business Cards Acquisitions),,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,technology| finance| operations| human resources,,,"Banking, Financial Services, Broking","Accounts , Finance , Tax , Company Secretary , Audit",Finance/Audit,2019-07-06 01:24:28 +0000
37,Lead Business Analyst (SI-0030-N1C),,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,data analysis| Customer Service| Help Desk| Information| Telephony support| customer relationship| access controls| Vendor Management| Asset Management,,,"Internet, Ecommerce",IT Software - Telecom Software,System Design/Implementation/ERP/CRM,2019-07-07 01:42:04 +0000
38,Life Insuranance - Business Analyst - Infosys Hyderabad,,Hyderabad (Pocharam),0,1,"8,00,000","14,00,000 PA.",insurance| Business Analyst| Life Insurance,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-04 23:41:37 +0000
39,Senior Business Analyst - Websphere/edi,,Noida,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,software development| Business Analyst| WebSphere| WTX| EDI| SQL Server| SDLC,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-04 14:26:36 +0000
40,We are Hiring For IT Business Analyst - Capital Market Domain Expert,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Capital Market| derivatives| Regulatory Reporting| Business Analysis| OTC,,,"Banking, Financial Services, Broking","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-04 23:48:37 +0000
41,Data Analytics,,Chandigarh,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Unit testing| Monitoring| Computer science| Software configuration management| Performance management| Service level| Data analytics| Architecture| Resource planning| software architecture,,,"Recruitment, Staffing","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-04 06:22:19 +0000
42,Business Analyst / Product Owner,,Chandigarh,0,1,"4,00,000","8,00,000 PA.",User Acceptance Testing| Product Management| Use Cases| Written Communication| Business Process| Agile Process| Project Leading| Agile Development| Leadership Skills| Business Analysis,,,"IT-Software, Software Services","Sales , Retail , Business Development",Institutional Sales,2019-08-04 02:58:41 +0000
43,Senior Business Analyst (property & Causality),,Pune,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,business process| product management| configuration| test strategy| business analysis| scrum| agile| business analyst,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-04 05:41:56 +0000
44,Business Analyst C1,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Financial services| Investment banking| Data analysis| SDLC| Root cause analysis| SQL queries| Business Analyst| Vendor| QA| Equity,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-06 07:33:09 +0000
45,Java Architect - Mlp/analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Java| Analytics| Algorithm| IT Service Delivery| Project Management,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-04 08:22:45 +0000
46,Assistant Manager/ Manager - Business Analyst/sas - Consulting Firm,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,SAS| Data Management| Statistical Modeling| Statistics| Analytics| SQL| Business Analysis,,,"Strategy, Management Consulting Firms",Analytics & Business Intelligence,Analytics & BI,2019-08-04 14:21:50 +0000
47,Urgent Req- .Net Developerfreshers)-decimal Point Analytics-mumbai,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,btech freshers| mca fresher,,,"KPO, Research, Analytics","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-05 09:48:58 +0000
48,Business Analyst - Finance,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,FINANCE| ACCOUNTS| CA,,,Other,Other,,2019-07-04 23:29:03 +0000
49,Senior Business Analyst Digital Innovation,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analyst| Agile development| Production| Agile| Advocate| digital transformation| Product strategy,,,"IT-Software, Software Services",IT Software - Other,System Design/Implementation/ERP/CRM,2019-08-06 08:53:27 +0000
50,Data Analyst or Analyst,,Chennai,0,1,"5,00,000","13,00,000 PA.",Analyst| Product enhancement| Customer experience| e - Commerce| conversion,,,"KPO, Research, Analytics",Analytics & Business Intelligence,Analytics & BI,2019-08-04 14:04:40 +0000
51,Business Analyst I,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Outbound| Data analysis| SAS| Troubleshooting| VB| Analytics| Financial services| SQL| Auditing,,,"Banking, Financial Services, Broking","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-06 06:07:11 +0000
52,UI UX Designer For Analytics MNC in Chennai,,Chennai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,css| storyboarding| ux| ui designer| wireframing| photoshop| rendering| process flow| graphic designing| user interface designer| illustration| html| web designing| corel draw| illustrator,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-08-04 22:17:37 +0000
53,Healthcare Jobs In Gurgaon Business Analyst,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analyst| Healthcare| Software design| Software services| Process improvement| Software| Bsc| Education| Technical,,,"Recruitment, Staffing",IT Software - Other,System Design/Implementation/ERP/CRM,2019-07-06 03:31:06 +0000
54,Excellent Opportunity in Data Analytics [bangalore,,Bengaluru,0,1,"16,00,000","20,00,000 PA.",etl| data modeling| data visualization| data warehousing| dw| data analytics| sas| data reporting| data analysis| cloud| Bi| Big Data,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-07-06 10:06:42 +0000
55,SBA/ AM - Model Validation - SAS Predictive Modelling/ Analytics,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Predictive Modeling| Logistic Regression| Excel| SAS| Business Analyst| Segmentation| Banking| Model Validation| Clustering| Statistics| Analytics,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-08-04 14:14:40 +0000
56,AWS Architect - Data & Analytics,,Pune,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Data Analytics| Big Data,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-04 17:45:15 +0000
57,"Senior Business Analyst,- IT Service Managment",,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Computer science| IT procurement| Business Analyst| Project management| Analytical| Market intelligence| ITSM| Portfolio management| Operations| Analytics,,,"Advertising, PR, MR, Event Management","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-06 01:54:03 +0000
58,Manager - Analytics,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,advanced analytics| senior management| design development| customer management| vendor selection| portfolio management| data architecture| stress testing| big data| cross selling,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-08-04 21:55:04 +0000
59,ACN – Digital – Analytics – Operations Analytics Analyst,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,project management|people management|operations|digital analytics|data management|supply chain|management systems|Machine learning|SAS|SQL|VBA|Tableau|Qlik|Spotfire,,,IT-Software / Software Services,Analytics & Business Intelligence,Analytics & BI,2019-07-04 12:10:58 +0000
60,Business Analyst Accounting Engine,,Pune,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Front office| Data analysis| SQL| MS Office| Forecasting| Macros| Budgeting| Change management| Risk management| Balance Sheet,,,"Banking, Financial Services, Broking","Accounts , Finance , Tax , Company Secretary , Audit",Finance/Audit,2019-07-05 20:01:49 +0000
61,Business Analyst - Logistics/supply Chain Domain,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analysis,,,"Courier, Transportation, Freight , Warehousing",Analytics & Business Intelligence,Analytics & BI,2019-08-04 17:56:47 +0000
62,Sales Manager - Business Intelligence Analytics ( BIA ),,Delhi NCR,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Sales Management| Presales| Sales Operations| Post Sales| New Business| Business Intelligence,,,IT-Hardware & Networking,"Sales , Retail , Business Development",Retail Sales,2019-07-05 19:04:08 +0000
63,Manager Warranty Analytics,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Relationship management| Root cause analysis| Service level| Process optimization| Tracking| Monitor| Analytical| Continuous improvement| Operations| Analytics,,,"IT-Software, Software Services","ITES , BPO , KPO , LPO , Customer Service , Operations",Voice,2019-08-06 07:19:25 +0000
64,Vp Analytics,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Service delivery| Consulting| Machine learning| Computer application| Business management| Data analytics| Strategic leadership| Stakeholder management| Statistics| Analytics,,,"Telcom, ISP","IT Software - DBA , Datawarehousing",Senior Management,2019-08-05 18:40:50 +0000
65,Business Analyst,,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Monitoring| SDLC| Agile| Stakeholder management| Waterfall model| Bfsi| Business Analyst| Analyst 2| Compliance| Manager Technology,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-06 07:31:49 +0000
66,Urgently Requirement For Business Analyst,,Hyderabad,0,1,"12,00,000","16,00,000 PA.",SAP BO| Power Bi| SAS| Business Analytics| Techno Functional| Database Design| Tableau| MATLAB| SAS BI| SQL,,,"Animation, Gaming",Analytics & Business Intelligence,Analytics & BI,2019-08-05 05:01:01 +0000
67,Data Analyst II,,Noida,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Adobe| Data mining| Executive| SQL queries| big data| Data Analyst| Analyst II| tableau| Hadoop,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-05 13:20:22 +0000
68,Consultant FRC Analytics,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Oracle| Consulting| Analytics| Financial services| Data warehousing| Business Executive,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-06 23:38:18 +0000
69,MIS Executive / Data Analyst,,Mumbai (chinchpokli,0,1,"1,00,000","2,00,000 PA.",web technologies| data entry| CRM| Data Analysis| data mining,,,"IT-Software, Software Services",Analytics & Business Intelligence,Other,2019-07-05 14:30:43 +0000
70,Business Analyst-Subject Matter Expert,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Automation| Change management| Infrastructure management| Project management| Genetics| Application development| Business process management| Continuous improvement| Operations| digital transformation,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-07-07 00:38:58 +0000
71,Analytics Analyst,,Noida,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,data science| Web analytics| Test strategy| Data Architect| Hadoop| HTML| Data analytics| Data Analyst| Digital marketing,,,"Medical, Healthcare, Hospitals","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-04 22:28:13 +0000
72,Assistant Manager- Impairment & Forecasting-bfsi Domain-analytics Firm,,Delhi NCR,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,SAS| Analytics| Consulting| data analysis,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-07-04 17:07:34 +0000
73,Business Analyst,,Pune (Kalyani Nagar),0,1,"2,50,000","3,50,000 PA.",Excel| SQL Queries| Data Analysis| Business Analysis| Macros| Management Systems| Written Communication| Customer Support| Communication Skills,,,"IT-Software, Software Services",Analytics & Business Intelligence,Analytics & BI,2019-07-04 20:42:12 +0000
74,Analytics Manager,,Delhi NCR,0,1,"19,00,000","30,00,000 PA.",analytics| python| data modeling| PD| predictive modeling| predictive analytics| LGD| statistical modeling| ead| model development| machine learning,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-08-06 01:48:01 +0000
75,Senior Analytics Consultant,,Gurgaon,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,strategy consulting| new business development| excel powerpoint| analytics| team management| project delivery| analytical techniques| quality check| project planning| statistical analysis| client engagement| project management,,,"KPO, Research, Analytics","Strategy , Management Consulting , Corporate Planning",Corporate Planning/Consulting/Strategy,2019-07-04 06:30:26 +0000
76,HSBC - AVP - Business Analyst - Retail Banking & Wealth Management,,Bengaluru,0,1,"14,00,000","24,00,000 PA.",Change Management| retail banking| requirement gathering| business transformation| business strategy| business analysis| agile,,,"Banking, Financial Services, Broking",Other,,2019-08-04 09:44:48 +0000
77,Business Analyst,,Bengaluru (Vasanth nagar),0,1,"2,00,000","4,50,000 PA.",business analysis| business analyst| crm| cms| erp| agile methodology,,,"Education, Teaching, Training","Teaching , Education , Training , Counselling",Other,2019-07-06 05:45:11 +0000
78,GeoSpatial Analytics ( TC ),,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Copyright| Apr| Education| Application programming| Contractors| Time| Engineering Design| Analytics| Open,,,"BPO, Call Centre, ITeS","Sales , Retail , Business Development",Sales Support,2019-07-07 01:36:28 +0000
79,Business Analyst - Subject Matter Expert,,Chennai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Training| Change management| Automation| Excel| Infrastructure management| Artificial Intelligence| Genetics| Application development| Business process management| Subject Matter Expert,,,"IT-Software, Software Services",IT Software - Other,System Design/Implementation/ERP/CRM,2019-08-04 14:08:57 +0000
80,"Sr. Data Analyst- Tableau, Sql Analyst",,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,data warehouse| Tableau| ETL| SQL,,,"Banking, Financial Services, Broking",Analytics & Business Intelligence,Analytics & BI,2019-07-04 18:59:52 +0000
81,"Associate Director, Global Data Analytics Delivery",,Hyderabad,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,MIS| Consulting| Back office| Supply chain| IT services| Automation| Information security| Data quality| IT operations| Information technology,,,Food Processing,IT Software - System Programming,Programming & Design,2019-08-05 13:40:40 +0000
82,Supply Chain Analytics Consultant,,Bengaluru,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Order management| Supply chain| SAN| Career development| Sales operations| Analytical| Consulting| Cash flow| Customer service| Software services,,,IT-Hardware & Networking,"ITES , BPO , KPO , LPO , Customer Service , Operations",Voice,2019-08-06 08:52:39 +0000
83,Opening For Payments- Business Analyst with MNC Client(pune),,Pune,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Salary| Core Banking| Corporate Banking| Payments| Digital Transformation| IT Projects| Business Analysis,,,"IT-Software, Software Services","IT Software - Application Programming , Maintenance",System Design/Implementation/ERP/CRM,2019-08-04 23:16:01 +0000
84,Urgent Requirement for Statistical Analytics Position for PUNE,,Pune,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,SAS| R| Predictive Modeling| Bfsi,,,"Banking, Financial Services, Broking","IT Software - Application Programming , Maintenance",Programming & Design,2019-07-04 15:52:59 +0000
85,Analytics Lead,,Bengaluru,0,1,Best in the Industry,Best in the Industry,Predictive Analytics| Data Analysis| Data Mining| Advanced Excel| Macros| Data Reporting| Dashboards| Data Modeling| Data Collection| Quality Standards,,,"KPO, Research, Analytics","ITES , BPO , KPO , LPO , Customer Service , Operations",Operations,2019-07-05 00:17:58 +0000
86,Intern for the post of Business Analyst - IT (6 Months),,Mumbai,0,1,Not Disclosed by Recruiter,Not Disclosed by Recruiter,Business Analyst,,,"Fresher, Trainee, Entry Level","IT Software - ERP , CRM",Other,2019-08-06 03:25:01 +0000
